id,model,maxae,horizon,context,eta,dataset
5,HBML-SFHDF,49.16961204747836,half,24,10,.
4,NODE,36.86305236816406,half,6,10,.
10,NODE,56.15396118164065,half,6,10,.
3,NODE,72.16207885742188,half,6,10,.
9,NODE,42.14265441894531,half,6,10,.
8,NODE,54.153778076171875,half,6,10,.
2,NODE,42.875450134277344,half,6,10,.
6,NODE,48.135711669921875,half,6,10,.
11,NODE,47.15043640136719,half,6,10,.
1,NODE,57.124549865722656,half,6,10,.
5,NODE,48.85270690917969,half,6,10,.
4,ARIMA,88.70297432531822,half,6,10,.
10,ARIMA,112.72407931610633,half,6,10,.
3,ARIMA,236.976140076158,half,6,10,.
9,ARIMA,117.95803190990412,half,6,10,.
8,ARIMA,153.54067101375608,half,6,10,.
2,ARIMA,138.63321027303988,half,6,10,.
6,ARIMA,122.95715884339984,half,6,10,.
11,ARIMA,138.0,half,6,10,.
1,ARIMA,73.60701045538671,half,6,10,.
5,ARIMA,167.7370332224499,half,6,10,.
4,XGBoost,90.99726104736328,half,6,10,.
10,XGBoost,97.8966827392578,half,6,10,.
3,XGBoost,162.50279998779297,half,6,10,.
9,XGBoost,99.01982879638672,half,6,10,.
8,XGBoost,137.9294891357422,half,6,10,.
2,XGBoost,127.94393920898438,half,6,10,.
6,XGBoost,88.55120849609376,half,6,10,.
11,XGBoost,98.499252319336,half,6,10,.
1,XGBoost,74.81349563598633,half,6,10,.
5,XGBoost,141.00209045410156,half,6,10,.
4,NHITS,42.245269775390625,half,6,10,.
10,NHITS,70.34556579589844,half,6,10,.
3,NHITS,77.29200744628909,half,6,10,.
9,NHITS,67.59390258789062,half,6,10,.
8,NHITS,144.58352661132812,half,6,10,.
2,NHITS,57.54383850097656,half,6,10,.
6,NHITS,100.74807739257812,half,6,10,.
11,NHITS,57.28092956542969,half,6,10,.
1,NHITS,63.24609375,half,6,10,.
5,NHITS,98.87799072265624,half,6,10,.
4,ETS,93.0,half,6,10,.
10,ETS,108.996899719981,half,6,10,.
3,ETS,225.57922195794913,half,6,10,.
9,ETS,124.3912635438192,half,6,10,.
8,ETS,166.07069066390943,half,6,10,.
2,ETS,111.00060001,half,6,10,.
6,ETS,104.55587546668806,half,6,10,.
11,ETS,142.30968743875445,half,6,10,.
1,ETS,80.999299939994,half,6,10,.
5,ETS,153.75409188052586,half,6,10,.
4,HBML (c),89.99726104736328,half,6,10,.
10,HBML (c),90.72407931610633,half,6,10,.
3,HBML (c),225.57922195794913,half,6,10,.
9,HBML (c),116.44778721813064,half,6,10,.
8,HBML (c),144.58352661132812,half,6,10,.
2,HBML (c),132.63321027303988,half,6,10,.
6,HBML (c),91.55587546668806,half,6,10,.
11,HBML (c),130.0,half,6,10,.
1,HBML (c),76.999999959995,half,6,10,.
5,HBML (c),154.2161989558109,half,6,10,.
4,HBML (d),83.70297432531822,half,6,10,.
10,HBML (d),111.72407931610633,half,6,10,.
3,HBML (d),141.79989305319404,half,6,10,.
9,HBML (d),116.44778721813064,half,6,10,.
8,HBML (d),128.98153686523438,half,6,10,.
2,HBML (d),138.63321027303988,half,6,10,.
6,HBML (d),122.95715884339984,half,6,10,.
11,HBML (d),142.30968743875445,half,6,10,.
1,HBML (d),65.999999959995,half,6,10,.
5,HBML (d),141.2161989558109,half,6,10,.
4,HBML (fd),88.70297432531822,half,6,10,.
10,HBML (fd),106.996899719981,half,6,10,.
3,HBML (fd),218.976140076158,half,6,10,.
9,HBML (fd),107.95803190990412,half,6,10,.
8,HBML (fd),131.51840209960938,half,6,10,.
2,HBML (fd),116.94393920898438,half,6,10,.
6,HBML (fd),91.55587546668806,half,6,10,.
11,HBML (fd),130.0,half,6,10,.
1,HBML (fd),80.999299939994,half,6,10,.
5,HBML (fd),141.2161989558109,half,6,10,.
4,HBML-SFH,40.71948540631501,half,6,10,.
10,HBML-SFH,55.98583710713679,half,6,10,.
3,HBML-SFH,70.64190986463046,half,6,10,.
9,HBML-SFH,42.14265441894531,half,6,10,.
8,HBML-SFH,54.153778080699375,half,6,10,.
2,HBML-SFH,42.9621986274643,half,6,10,.
6,HBML-SFH,48.135718713242305,half,6,10,.
11,HBML-SFH,47.150430470770026,half,6,10,.
1,HBML-SFH,57.12455656822695,half,6,10,.
5,HBML-SFH,58.894354927869294,half,6,10,.
4,HBML-SFHDF,42.23285208587535,half,6,10,.
10,HBML-SFHDF,56.15179346049141,half,6,10,.
3,HBML-SFHDF,71.84501776884093,half,6,10,.
9,HBML-SFHDF,42.14265441894531,half,6,10,.
8,HBML-SFHDF,54.153778076171875,half,6,10,.
2,HBML-SFHDF,42.875450305957735,half,6,10,.
6,HBML-SFHDF,48.135711669921875,half,6,10,.
11,HBML-SFHDF,47.15043640136719,half,6,10,.
1,HBML-SFHDF,57.124549865722656,half,6,10,.
5,HBML-SFHDF,49.02199402117736,half,6,10,.
